operacao,data,Atendentes,Falando,Ocioso,A - Improdutiva,Receptivo,A - Alô sem CPC,A - Alô com CPC negativo,A - Alô com CPC positivo,R - Improdutiva,R - Alô sem CPC,R - Alô com CPC negativo,R - Alô com CPC positivo,TotalPositivo,TotalProdutiva,PositivoPorPA,PositivoPorTempoLogado
VEICULOS,2021-12-06,9,13.2908333,0.0002777,20,266,83,14,128,0,0,0,0,128,225,14,9.630496572479518
CC,2021-12-07,10,7.4666666,27.1413888,503,0,14,125,85,0,0,0,0,85,224,8,2.456075576495517
CONSIG,2021-12-07,6,5.8102777,12.5847222,19,18,6,1,2590,3,0,3,2,2592,2602,432,140.907855395487904
VEICULOS,2021-12-07,7,11.4330555,0.0005555,23,315,115,9,85,0,0,0,0,85,209,12,7.434221714729963
CARTAO,2021-12-07,7,16.0883333,6.3997222,91,3,11,60,251,2,0,0,1,252,323,36,11.205948837036946
CARTAO,2021-12-08,4,7.8025000,3.3294444,66,0,8,53,117,0,0,0,0,117,178,29,10.510293200249532
CC,2021-12-08,11,14.5844444,35.1247222,673,0,18,188,164,0,0,0,0,164,370,14,3.299190290187926
CONSIG,2021-12-08,3,0.3319444,0.2252777,0,10,0,0,224,0,0,0,0,224,224,74,401.994017946161515
VEICULOS,2021-12-08,12,10.9636111,2.8772222,37,132,85,15,180,0,0,0,0,180,280,15,13.004997290625564
CARTAO,2021-12-09,4,3.8361111,1.4700000,24,0,1,15,65,0,0,0,0,65,81,16,12.250026175269605
CC,2021-12-09,11,10.7144444,6.6144444,136,0,33,227,109,0,0,0,0,109,369,9,6.290074378045653
CONSIG,2021-12-09,1,0.0638888,0.2086111,0,2,0,0,280,1,0,1,0,280,281,280,1027.522935779816514
VEICULOS,2021-12-09,8,13.7980555,0.0002777,15,224,39,18,130,0,0,0,0,130,187,16,9.421427708660466
CARTAO,2021-12-10,8,10.8125000,14.2702777,96,0,7,44,150,0,0,0,0,150,201,18,5.980198896985537
CC,2021-12-10,11,11.4880555,36.8050000,659,0,5,192,104,0,0,0,0,104,301,9,2.153518736878433
CONSIG,2021-12-10,3,3.4986111,6.9041666,8,0,3,1,408,0,0,0,0,408,412,136,39.220293724966622
VEICULOS,2021-12-10,9,10.3258333,3.9122222,74,1,79,25,196,0,0,0,0,196,300,21,13.765924654193574
CARTAO,2021-12-11,6,7.2286111,11.0816666,44,0,2,33,104,0,0,0,0,104,139,17,5.679870139721164
CONSIG,2021-12-11,0,0.0000000,0.0000000,0,0,0,0,30,0,0,0,0,30,30,0,0.000000000000000
VEICULOS,2021-12-11,17,35.3730555,4.9405555,184,266,411,59,254,0,0,0,0,254,724,14,6.300601533807854
CC,2021-12-11,4,0.7136111,13.6913888,124,0,1,12,3,0,0,0,0,3,16,0,0.208261020479000
CARTAO,2021-12-13,9,3.7083333,13.3611111,27,0,2,44,41,0,0,0,0,41,87,4,2.401952807160293
CONSIG,2021-12-13,4,5.2163888,9.2608333,9,2,9,0,298,2,0,0,0,298,307,74,20.584059250163091
VEICULOS,2021-12-13,18,39.0133333,2.9427777,116,467,177,56,419,0,0,0,0,419,652,23,9.986626236411064
CC,2021-12-13,11,13.5577777,23.4658333,388,0,29,251,198,0,0,0,0,198,478,18,5.347938627752560
VEICULOS,2021-12-14,9,21.3641666,3.4927777,113,341,193,22,276,0,0,0,0,276,491,30,11.103536905626641
CC,2021-12-14,9,6.3119444,28.8855555,416,0,7,91,63,0,0,0,0,63,161,7,1.789899850841679
CARTAO,2021-12-14,8,10.2336111,7.2894444,43,0,4,42,189,0,0,0,0,189,235,23,10.785790149485598
CONSIG,2021-12-14,6,6.3077777,13.7822222,24,4,5,0,543,2,0,1,1,544,550,90,27.078148332503733
CC,2021-12-15,8,14.9852777,20.4000000,258,0,28,194,216,0,0,0,0,216,438,27,6.104233556014350
CONSIG,2021-12-15,6,7.9605555,15.6916666,22,5,12,2,614,0,0,3,2,616,633,102,26.044064452482736
VEICULOS,2021-12-15,13,33.2511111,2.8627777,101,392,291,75,345,0,0,0,0,345,711,26,9.553111299130836
CARTAO,2021-12-15,8,13.3702777,13.3700000,147,0,15,68,199,0,0,0,0,199,282,24,7.441957097595180
CARTAO,2021-12-16,7,15.8002777,4.3708333,4018,0,9,50,285,0,0,0,0,285,344,40,14.129117549851272
CC,2021-12-16,6,10.5325000,18.9050000,352,0,23,168,141,0,0,0,0,141,332,23,4.789808917197452
VEICULOS,2021-12-16,15,32.9700000,4.2783333,107,362,157,107,371,0,0,0,0,371,635,24,9.960177189135979
CONSIG,2021-12-16,5,7.8472222,13.3141666,23,4,12,0,3176,0,1,1,2,3178,3192,635,150.179178535330332
CC,2021-12-17,11,18.6561111,25.8458333,609,0,49,286,202,0,0,0,0,202,537,18,4.539127503791969
CARTAO,2021-12-17,8,11.9761111,11.4055555,66,114,6,53,126,14,0,1,53,179,239,22,7.655570603749376
CONSIG,2021-12-17,5,4.9869444,9.4250000,10,56,5,1,369,4,0,6,19,388,400,77,26.922113216275080
VEICULOS,2021-12-17,10,21.7463888,4.8405555,114,218,133,47,239,0,0,0,0,239,419,23,8.989374484134861
VEICULOS,2021-12-18,9,17.1413888,0.4269444,23,58,182,50,116,0,0,0,0,116,348,12,6.602789109192676
CC,2021-12-18,10,9.4163888,34.9283333,708,0,24,114,87,0,0,0,0,87,225,8,1.961902017652107
CARTAO,2021-12-18,6,7.3308333,7.6038888,39,67,5,29,67,7,1,0,34,101,136,16,6.762763879847484
CONSIG,2021-12-18,0,0.0000000,0.0000000,0,21,0,0,22,0,0,0,0,22,22,0,0.000000000000000
CONSIG,2021-12-19,0,0.0000000,0.0000000,0,0,0,0,1,0,0,0,0,1,1,0,0.000000000000000
CARTAO,2021-12-20,9,5.6850000,11.8655555,21,13,4,28,87,1,0,0,8,95,127,10,5.412934063499098
CC,2021-12-20,12,4.2569444,34.0419444,361,0,14,67,37,0,0,0,0,37,118,3,0.966085468101773
CONSIG,2021-12-20,5,5.7872222,7.6616666,9,89,7,1,383,3,0,1,11,394,403,78,29.296100462656973
VEICULOS,2021-12-20,9,27.0766666,2.6538888,31,99,263,31,100,0,0,0,0,100,394,11,3.363542931888256
CARTAO,2021-12-21,8,11.3172222,16.7541666,51,59,9,40,143,5,0,1,31,174,224,21,6.198482044786606
CONSIG,2021-12-21,5,8.5725000,9.2405555,17,57,4,0,510,6,1,5,25,535,545,107,30.034150981645797
CC,2021-12-21,7,8.2325000,19.5147222,239,0,15,147,105,0,0,0,0,105,267,15,3.784162578836720
VEICULOS,2021-12-21,14,70.0919444,5.8986111,152,13,200,93,514,0,0,0,0,514,807,36,6.763998450099793
CONSIG,2021-12-22,5,14.8888888,6.0266666,31,86,9,0,947,4,2,7,50,997,1015,199,47.667870803229919
VEICULOS,2021-12-22,13,33.2233333,3.7886111,90,67,272,103,324,0,0,0,0,324,699,24,8.753930788108944
CC,2021-12-22,5,9.2594444,15.2086111,434,0,17,153,129,0,0,0,0,129,299,25,5.272180280410967
CARTAO,2021-12-22,9,14.7108333,16.2800000,95,15,15,64,232,2,0,0,11,243,322,27,7.841028261044933
CONSIG,2021-12-23,4,9.3227777,0.9097222,12,308,5,1,758,9,0,2,47,805,813,201,78.670901539213291
CARTAO,2021-12-23,9,9.4294444,14.6619444,64,46,4,39,122,5,1,0,26,148,192,16,6.143273876096807
VEICULOS,2021-12-23,9,18.8211111,0.0000000,12,104,163,6,116,0,0,0,0,116,285,12,6.163291811795265
CC,2021-12-23,8,12.1911111,18.9019444,378,0,26,198,167,0,0,0,0,167,391,20,5.370974226113369
CARTAO,2021-12-24,7,8.3811111,9.0994444,33,52,4,41,103,1,0,1,29,132,178,18,7.551247417765771
CONSIG,2021-12-24,2,1.0502777,0.0408333,0,133,0,0,126,3,0,2,8,134,136,67,122.810590631364562
CC,2021-12-24,6,10.2219444,18.7500000,565,0,38,179,139,0,0,0,0,139,356,23,4.797744944822098
VEICULOS,2021-12-24,9,10.0119444,3.6577777,62,32,56,6,163,0,0,0,0,163,225,18,11.924163296823881
CARTAO,2021-12-25,0,0.0000000,0.0000000,0,28,0,0,0,0,0,0,0,0,0,0,0.000000000000000
CONSIG,2021-12-25,0,0.0000000,0.0000000,0,3,0,0,2679,0,0,0,0,2679,2679,0,0.000000000000000
CONSIG,2021-12-27,1,0.2691666,0.1983333,0,237,0,0,467,0,0,0,2,469,469,469,1003.208556149732620
CARTAO,2021-12-27,9,6.0580555,12.2361111,43,12,3,30,86,0,0,0,9,95,128,10,5.192912130460529
CC,2021-12-27,12,13.2055555,37.3205555,749,0,44,226,154,0,0,0,0,154,424,12,3.047929013601328
VEICULOS,2021-12-27,12,27.1900000,2.4650000,86,112,151,24,347,0,0,0,0,347,522,28,11.701230821109425
CARTAO,2021-12-28,9,8.3986111,19.2463888,41,39,6,47,106,2,0,1,20,126,180,14,4.557786218122626
CONSIG,2021-12-28,0,0.0000000,0.0000000,0,399,0,0,868,0,0,0,0,868,868,0,0.000000000000000
CC,2021-12-28,10,15.1902777,32.5838888,741,0,50,244,202,0,0,0,0,202,496,20,4.228226552006838
VEICULOS,2021-12-28,15,28.7447222,7.1947222,177,22,176,37,374,0,0,0,0,374,587,24,10.406393470498215
CONSIG,2021-12-29,0,0.0000000,0.0000000,0,132,0,0,303,0,0,0,0,303,303,0,0.000000000000000
VEICULOS,2021-12-29,10,21.5563888,0.5730555,39,232,114,13,239,0,0,0,0,239,366,23,10.800090377325333
CC,2021-12-29,10,9.5555555,36.0875000,596,0,25,137,108,0,0,0,0,108,270,10,2.366186897118340
CARTAO,2021-12-29,9,4.4588888,13.8827777,35,35,1,18,54,4,1,0,10,64,84,7,3.489323034984098
CARTAO,2021-12-30,9,4.7319444,13.1641666,25,10,1,35,66,0,0,0,2,68,104,7,3.799708192344706
CONSIG,2021-12-30,0,0.0000000,0.0000000,0,81,0,0,168,0,0,0,0,168,168,0,0.000000000000000
VEICULOS,2021-12-30,13,20.1405555,2.4569444,59,122,113,56,231,0,0,0,0,231,400,17,10.222369731164952
CC,2021-12-30,11,13.7444444,33.9966666,472,0,41,207,189,0,0,0,0,189,437,17,3.958852142341797
CC,2021-12-31,6,6.3336111,16.9658333,228,0,14,84,43,0,0,0,0,43,141,7,1.845537566465581
VEICULOS,2021-12-31,5,11.0172222,2.5550000,34,55,57,13,331,0,0,0,0,331,401,66,24.388047482603357
CARTAO,2021-12-31,4,6.1094444,6.6741666,35,22,4,37,95,0,0,0,11,106,147,26,8.291866756480737
CONSIG,2021-12-31,0,0.0000000,0.0000000,0,0,0,0,7,0,0,0,0,7,7,0,0.000000000000000
CARTAO,2022-01-01,0,0.0000000,0.0000000,0,1,0,0,0,0,0,0,0,0,0,0,0.000000000000000
CONSIG,2022-01-01,0,0.0000000,0.0000000,0,0,0,0,2,0,0,0,0,2,2,0,0.000000000000000
CONSIG,2022-01-02,0,0.0000000,0.0000000,0,0,0,0,1408,0,0,0,0,1408,1408,0,0.000000000000000
CARTAO,2022-01-03,7,6.0575000,12.9816666,41,3,3,38,91,1,1,0,1,92,134,13,4.832144264017158
CC,2022-01-03,11,13.2761111,35.6936111,357,0,28,234,193,0,0,0,0,193,455,17,3.941210838897051
CONSIG,2022-01-03,0,0.0000000,0.0000000,0,36,0,0,35,0,0,0,0,35,35,0,0.000000000000000
VEICULOS,2022-01-03,8,14.0233333,0.0000000,14,90,65,7,87,0,0,0,0,87,159,10,6.203945804611362
CARTAO,2022-01-04,9,7.3155555,16.9877777,35,32,7,45,103,3,0,0,15,118,170,13,4.855301056096557
CC,2022-01-04,11,14.8169444,25.8405555,285,0,133,267,67,0,0,0,0,67,467,6,1.647912439279346
CONSIG,2022-01-04,4,2.0369444,6.1225000,1,33,0,0,78,2,0,1,3,81,82,20,9.927146456049568
VEICULOS,2022-01-04,17,22.4669444,3.9863888,69,254,95,31,435,0,0,0,0,435,561,25,16.444052419354839
CARTAO,2022-01-05,9,6.5852777,14.2841666,36,22,7,51,92,2,0,0,13,105,163,11,5.031279116198589
CONSIG,2022-01-05,4,2.3766666,11.5997222,1,15,6,0,146,2,0,1,9,155,162,38,11.090132167345722
VEICULOS,2022-01-05,18,29.9330555,6.5275000,159,159,125,67,376,0,0,0,0,376,568,20,10.312514284843590
CC,2022-01-05,6,4.0119444,24.5458333,159,0,9,42,30,0,0,0,0,30,81,5,1.050501906466423
CARTAO,2022-01-06,8,7.2447222,13.8758333,43,29,4,47,96,0,0,0,20,116,167,14,5.492279769576768
CC,2022-01-06,9,8.4297222,25.0158333,180,0,34,130,137,0,0,0,0,137,301,15,4.096209428258197
CONSIG,2022-01-06,4,1.6144444,6.7950000,2,23,2,0,261,4,1,3,5,266,272,66,31.631102596287243
VEICULOS,2022-01-06,19,35.8061111,7.5313888,215,170,206,46,476,0,0,0,0,476,728,25,10.983559273146813
CARTAO,2022-01-07,9,12.5219444,10.6952777,66,89,7,60,150,10,0,0,38,188,255,20,8.097437247254193
CC,2022-01-07,9,21.2997222,21.8961111,420,0,40,338,258,0,0,0,0,258,636,28,5.972798302305392
CONSIG,2022-01-07,2,1.1233333,3.7955555,3,56,0,0,77,0,0,3,4,81,84,40,16.467133498983510
VEICULOS,2022-01-07,12,21.3722222,4.6322222,112,200,121,55,289,0,0,0,0,289,465,24,11.113484874380448
VEICULOS,2022-01-08,18,33.3150000,7.6183333,100,51,553,54,176,0,0,0,0,176,783,9,4.299674267100977
CARTAO,2022-01-08,7,3.0566666,8.5327777,17,14,2,30,32,4,1,0,9,41,74,5,3.537701931834524
CC,2022-01-08,10,25.9166666,21.7763888,744,0,86,433,361,0,0,0,0,361,880,36,7.569236145490550
CONSIG,2022-01-08,0,0.0000000,0.0000000,0,9,0,0,2,0,0,0,0,2,2,0,0.000000000000000
CARTAO,2022-01-10,9,20.1361111,14.3233333,135,0,8,128,332,0,0,0,0,332,468,36,9.634514001966885
CC,2022-01-10,9,16.9366666,23.5502777,577,0,53,339,241,0,0,0,0,241,633,26,5.952536139907926
CONSIG,2022-01-10,2,1.1852777,4.5963888,1,58,3,0,79,3,0,0,3,82,85,41,14.182761602767368
VEICULOS,2022-01-10,21,44.2647222,9.2113888,238,63,321,87,452,0,0,0,0,452,860,21,8.452372295001922
CARTAO,2022-01-11,9,18.3891666,14.1613888,133,19,15,143,280,2,0,0,10,290,448,32,8.909218139304671
CC,2022-01-11,10,15.6797222,31.5894444,612,0,39,254,215,0,0,0,0,215,508,21,4.548419512367117
CONSIG,2022-01-11,2,1.5658333,5.5697222,2,58,0,0,1027,0,0,0,6,1033,1033,516,144.767985051385861
VEICULOS,2022-01-11,17,38.6380555,9.7205555,253,144,477,43,368,0,0,0,0,368,888,21,7.609813258583155
VEICULOS,2022-01-12,15,28.3911111,1.2866666,40,162,327,33,182,0,0,0,0,182,542,12,6.132534631224261
CONSIG,2022-01-12,4,1.8080555,7.5019444,5,23,1,0,51,1,1,0,3,54,56,13,5.800214822771214
CARTAO,2022-01-12,7,13.2113888,9.3183333,103,3,12,86,203,0,0,0,2,205,303,29,9.099091323806823
CC,2022-01-12,9,15.7294444,15.4241666,415,0,34,247,232,0,0,0,0,232,513,25,7.446969764518114
VEICULOS,2022-01-13,13,37.0383333,8.3588888,215,114,408,49,420,0,0,0,0,420,877,32,9.251667380529890
CONSIG,2022-01-13,6,3.8541666,14.5713888,7,17,2,2,78,5,0,2,7,85,91,14,4.613158053428210
CARTAO,2022-01-13,9,13.5947222,16.7269444,96,10,10,112,217,1,0,0,5,222,344,24,7.321497279173308
CC,2022-01-13,6,11.3694444,14.7513888,337,0,20,160,126,0,0,0,0,126,306,21,4.823735843037167
VEICULOS,2022-01-14,10,28.6686111,8.7180555,168,256,192,72,329,0,0,0,0,329,593,32,8.799928673323823
CONSIG,2022-01-14,6,2.6913888,15.5258333,7,19,2,0,52,2,1,1,9,61,65,10,3.348479765789393
CC,2022-01-14,6,13.5802777,15.8302777,413,0,37,213,164,0,0,0,0,164,414,27,5.576229244980071
CARTAO,2022-01-14,9,7.2188888,13.8755555,46,6,13,65,108,1,0,0,4,112,190,12,5.309454832762707
CONSIG,2022-01-15,0,0.0000000,0.0000000,0,3,0,0,2,0,0,0,0,2,2,0,0.000000000000000
VEICULOS,2022-01-15,12,21.5025000,0.0958333,15,240,166,50,100,0,0,0,0,100,316,8,4.629986881703835
CC,2022-01-15,10,19.3722222,26.4855555,753,0,72,301,218,0,0,0,0,218,591,21,4.753828261290948
CARTAO,2022-01-15,6,5.6002777,7.1030555,30,17,5,31,68,2,0,0,12,80,116,13,6.297559695617948
CARTAO,2022-01-16,0,0.0000000,0.0000000,0,0,0,9,0,0,0,0,0,0,9,0,0.000000000000000
